,Day,Plot,Treatment,Daily_mean,Weekly_average,Average_per_plot,,,,Week,Site,Treatment,Weekly_average
331,14/07/2016,3,"Nothing, disturbed, no cover",16.625,,,,,,,,,
332,14/07/2016,4,"Nothing, disturbed, cover",19,,,,,,,,,
333,14/07/2016,5,"Light water, no cover",18.89583333,17.56547619,,,,,,,,
334,14/07/2016,6,"No water, cover",18.4375,17.64880953,,,,,,,,
335,14/07/2016,8,"No water, cover",18.52083333,17.74404762,,,,,,,,
336,14/07/2016,9,"Saturated, no cover",18.125,17.9047619,,,,,,,,
337,14/07/2016,10,"Light water, no cover",18.27083333,17.78273809,,,,,,,,
338,14/07/2016,11,"Saturated, cover",18.22916667,17.66369048,,,,,,,,
339,14/07/2016,12,"No water, no cover",18.64583333,17.25892857,,,,,,,,
340,14/07/2016,13,"No water, no cover",19.83333333,17.25892857,,,,,,,,
341,14/07/2016,14,Ambient,18.72916667,17.13690476,,,,,,,,
342,14/07/2016,15,"Saturated, cover",19.41666667,16.98809524,,,,,,,,
343,15/07/2016,16,Ambient,17.33333333,16.88690476,,,,,,,,
344,15/07/2016,17,"Nothing, disturbed, cover",17.3125,16.91964286,,,,,,,,
345,15/07/2016,18,"Nothing, disturbed, no cover",18.66666667,16.97619048,,,,,,,,
346,15/07/2016,2,"Saturated, no cover",16.41666667,16.76785714,,,,,,,,
347,15/07/2016,3,"Nothing, disturbed, no cover",18.47916667,16.93452381,,,,,,,,
348,15/07/2016,4,"Nothing, disturbed, cover",18.14583333,16.89583333,,,,,,,,
349,15/07/2016,5,"Light water, no cover",18.04166667,,,,,,,,,
350,15/07/2016,6,"No water, cover",17.85416667,,,,,,,,,
351,15/07/2016,8,"No water, cover",17.64583333,,,,,,,,,
352,15/07/2016,9,"Saturated, no cover",17.83333333,,,,,,,,,
353,15/07/2016,10,"Light water, no cover",17.79166667,,,,,,,,,
354,15/07/2016,11,"Saturated, cover",18.10416667,,,,,,,,,
355,15/07/2016,12,"No water, no cover",19.22916667,,,,,,,,,
356,15/07/2016,13,"No water, no cover",18.29166667,,,,,,,,,
357,15/07/2016,14,Ambient,18.9375,,,,,,,,,
358,16/07/2016,15,"Saturated, cover",17.35416667,,,,,,,,,
359,16/07/2016,16,Ambient,17.35416667,,,,,,,,,
360,16/07/2016,17,"Nothing, disturbed, cover",18.72916667,,,,,,,,,
361,16/07/2016,18,"Nothing, disturbed, no cover",16.5,,,,,,,,,
362,16/07/2016,2,"Saturated, no cover",18.54166667,,,,,,,,,
363,16/07/2016,3,"Nothing, disturbed, no cover",18.20833333,,,,,,,,,
364,16/07/2016,4,"Nothing, disturbed, cover",18.16666667,,,,,,,,,
365,16/07/2016,5,"Light water, no cover",17.91666667,,,,,,,,,
366,16/07/2016,6,"No water, cover",17.75,,,,,,,,,
367,16/07/2016,8,"No water, cover",17.85416667,,,,,,,,,
368,16/07/2016,9,"Saturated, no cover",17.79166667,,,,,,,,,
369,16/07/2016,10,"Light water, no cover",18.14583333,,,,,,,,,
370,16/07/2016,11,"Saturated, cover",19.41666667,,,,,,,,,
371,16/07/2016,12,"No water, no cover",18.35416667,,,,,,,,,
372,16/07/2016,13,"No water, no cover",18.79166667,,,,,,,,,
373,17/07/2016,14,Ambient,18.20833333,,,,,,,,,
374,17/07/2016,15,"Saturated, cover",17.95833333,,,,,,,,,
375,17/07/2016,16,Ambient,20.125,,,,,,,,,
376,17/07/2016,17,"Nothing, disturbed, cover",17.22916667,,,,,,,,,
377,17/07/2016,18,"Nothing, disturbed, no cover",19.54166667,,,,,,,,,
378,17/07/2016,2,"Saturated, no cover",19.52083333,,,,,,,,,
379,17/07/2016,3,"Nothing, disturbed, no cover",19.14583333,,,,,,,,,
380,17/07/2016,4,"Nothing, disturbed, cover",19.20833333,,,,,,,,,
381,17/07/2016,5,"Light water, no cover",18.64583333,,,,,,,,,
382,17/07/2016,6,"No water, cover",18.97916667,,,,,,,,,
383,17/07/2016,8,"No water, cover",18.83333333,,,,,,,,,
384,17/07/2016,9,"Saturated, no cover",19.14583333,,,,,,,,,
385,17/07/2016,10,"Light water, no cover",20.6875,,,,,,,,,
386,17/07/2016,11,"Saturated, cover",19.35416667,,,,,,,,,
387,17/07/2016,12,"No water, no cover",19.79166667,,,,,,,,,
388,18/07/2016,13,"No water, no cover",18.3125,,,,,,,,,
389,18/07/2016,14,Ambient,18.3125,,,,,,,,,
390,18/07/2016,15,"Saturated, cover",19.9375,,,,,,,,,
391,18/07/2016,16,Ambient,17.25,,,,,,,,,
392,18/07/2016,17,"Nothing, disturbed, cover",19.64583333,,,,,,,,,
393,18/07/2016,18,"Nothing, disturbed, no cover",19.14583333,,,,,,,,,
394,18/07/2016,2,"Saturated, no cover",18.9375,,,,,,,,,
395,18/07/2016,3,"Nothing, disturbed, no cover",18.89583333,,,,,,,,,
396,18/07/2016,4,"Nothing, disturbed, cover",18.52083333,,,,,,,,,
397,18/07/2016,5,"Light water, no cover",18.47916667,,,,,,,,,
398,18/07/2016,6,"No water, cover",18.41666667,,,,,,,,,
399,18/07/2016,8,"No water, cover",19.125,,,,,,,,,
400,18/07/2016,9,"Saturated, no cover",20.125,,,,,,,,,
401,18/07/2016,10,"Light water, no cover",19.08333333,,,,,,,,,
402,18/07/2016,11,"Saturated, cover",20,,,,,,,,,
403,19/07/2016,12,"No water, no cover",15.6875,,,,,,,,,
404,19/07/2016,13,"No water, no cover",16.20833333,,,,,,,,,
405,19/07/2016,14,Ambient,16.97916667,,,,,,,,,
406,19/07/2016,15,"Saturated, cover",15.39583333,,,,,,,,,
407,19/07/2016,16,Ambient,16.79166667,,,,,,,,,
408,19/07/2016,17,"Nothing, disturbed, cover",16.10416667,,,,,,,,,
409,19/07/2016,18,"Nothing, disturbed, no cover",16.54166667,,,,,,,,,
410,19/07/2016,2,"Saturated, no cover",16.35416667,,,,,,,,,
411,19/07/2016,3,"Nothing, disturbed, no cover",15.5,,,,,,,,,
412,19/07/2016,4,"Nothing, disturbed, cover",15.47916667,,,,,,,,,
413,19/07/2016,5,"Light water, no cover",15.75,,,,,,,,,
414,19/07/2016,6,"No water, cover",16.22916667,,,,,,,,,
415,19/07/2016,8,"No water, cover",16.83333333,,,,,,,,,
416,19/07/2016,9,"Saturated, no cover",16.47916667,,,,,,,,,
417,19/07/2016,10,"Light water, no cover",17.02083333,,,,,,,,,
418,20/07/2016,11,"Saturated, cover",14.66666667,,,,,,,,,
419,20/07/2016,12,"No water, no cover",14.95833333,,,,,,,,,
420,20/07/2016,13,"No water, no cover",16.125,,,,,,,,,
421,20/07/2016,14,Ambient,14.5,,,,,,,,,
422,20/07/2016,15,"Saturated, cover",15.41666667,,,,,,,,,
423,20/07/2016,16,Ambient,15.02083333,,,,,,,,,
424,20/07/2016,17,"Nothing, disturbed, cover",15.75,,,,,,,,,
425,20/07/2016,18,"Nothing, disturbed, no cover",15.22916667,,,,,,,,,
426,20/07/2016,2,"Saturated, no cover",14.47916667,,,,,,,,,
427,20/07/2016,3,"Nothing, disturbed, no cover",14.66666667,,,,,,,,,
428,20/07/2016,4,"Nothing, disturbed, cover",14.85416667,,,,,,,,,
429,20/07/2016,5,"Light water, no cover",15.22916667,,,,,,,,,
430,20/07/2016,6,"No water, cover",15.875,,,,,,,,,
431,20/07/2016,8,"No water, cover",15.39583333,,,,,,,,,
432,20/07/2016,9,"Saturated, no cover",15.83333333,,,,,,,,,
433,21/07/2016,10,"Light water, no cover",13.47916667,13.86607143,,,,,,,,
434,21/07/2016,11,"Saturated, cover",13.875,14.05357143,,,,,,,,
435,21/07/2016,12,"No water, no cover",14.14583333,13.99404762,,,,,,,,
436,21/07/2016,13,"No water, no cover",13.25,13.79166667,,,,,,,,
437,21/07/2016,14,Ambient,14.29166667,13.98809524,,,,,,,,
438,21/07/2016,15,"Saturated, cover",13.4375,13.92559524,,,,,,,,
439,21/07/2016,16,Ambient,14.33333333,14.22619048,,,,,,,,
440,21/07/2016,17,"Nothing, disturbed, cover",13.66666667,14.1577381,,,,,,,,
441,21/07/2016,18,"Nothing, disturbed, no cover",13.20833333,14.39285714,,,,,,,,
442,21/07/2016,2,"Saturated, no cover",13.125,14.36904762,,,,,,,,
443,21/07/2016,3,"Nothing, disturbed, no cover",13.64583333,14.25,,,,,,,,
444,21/07/2016,4,"Nothing, disturbed, cover",13.89583333,14.54761905,,,,,,,,
445,21/07/2016,5,"Light water, no cover",14.39583333,14.31845238,,,,,,,,
446,21/07/2016,6,"No water, cover",14.02083333,14.47916667,,,,,,,,
447,21/07/2016,8,"No water, cover",14.625,14.29166667,,,,,,,,
448,22/07/2016,9,"Saturated, no cover",13.85416667,14.36011905,,,,,,,,
449,22/07/2016,10,"Light water, no cover",13.79166667,,,,,,,,,
450,22/07/2016,11,"Saturated, cover",14.8125,,,,,,,,,
451,22/07/2016,12,"No water, no cover",13.52083333,,,,,,,,,
452,22/07/2016,13,"No water, no cover",14.47916667,,,,,,,,,
453,22/07/2016,14,Ambient,14.10416667,,,,,,,,,
454,22/07/2016,15,"Saturated, cover",14.77083333,,,,,,,,,
455,22/07/2016,16,Ambient,14.16666667,,,,,,,,,
456,22/07/2016,17,"Nothing, disturbed, cover",13.85416667,,,,,,,,,
457,22/07/2016,18,"Nothing, disturbed, no cover",14.02083333,,,,,,,,,
458,22/07/2016,2,"Saturated, no cover",13.97916667,,,,,,,,,
459,22/07/2016,3,"Nothing, disturbed, no cover",14.5,,,,,,,,,
460,22/07/2016,4,"Nothing, disturbed, cover",15.16666667,,,,,,,,,
461,22/07/2016,5,"Light water, no cover",14.27083333,,,,,,,,,
462,22/07/2016,6,"No water, cover",14.91666667,,,,,,,,,
463,23/07/2016,8,"No water, cover",12.5,,,,,,,,,
464,23/07/2016,9,"Saturated, no cover",13.1875,,,,,,,,,
465,23/07/2016,10,"Light water, no cover",12.8125,,,,,,,,,
466,23/07/2016,11,"Saturated, cover",12.25,,,,,,,,,
467,23/07/2016,12,"No water, no cover",13.33333333,,,,,,,,,
468,23/07/2016,13,"No water, no cover",12.16666667,,,,,,,,,
469,23/07/2016,14,Ambient,12.97916667,,,,,,,,,
470,23/07/2016,15,"Saturated, cover",12.41666667,,,,,,,,,
471,23/07/2016,16,Ambient,12.29166667,,,,,,,,,
472,23/07/2016,17,"Nothing, disturbed, cover",11.97916667,,,,,,,,,
473,23/07/2016,18,"Nothing, disturbed, no cover",12.54166667,,,,,,,,,
474,23/07/2016,2,"Saturated, no cover",12.72916667,,,,,,,,,
475,23/07/2016,3,"Nothing, disturbed, no cover",13.1875,,,,,,,,,
476,23/07/2016,4,"Nothing, disturbed, cover",13,,,,,,,,,
477,23/07/2016,5,"Light water, no cover",13.39583333,,,,,,,,,
478,24/07/2016,6,"No water, cover",13.22916667,,,,,,,,,
479,24/07/2016,8,"No water, cover",13.20833333,,,,,,,,,
480,24/07/2016,9,"Saturated, no cover",14.4375,,,,,,,,,
481,24/07/2016,10,"Light water, no cover",13,,,,,,,,,
482,24/07/2016,11,"Saturated, cover",14.04166667,,,,,,,,,
483,24/07/2016,12,"No water, no cover",13.60416667,,,,,,,,,
484,24/07/2016,13,"No water, no cover",14.20833333,,,,,,,,,
485,24/07/2016,14,Ambient,13.52083333,,,,,,,,,
486,24/07/2016,15,"Saturated, cover",13.52083333,,,,,,,,,
487,24/07/2016,16,Ambient,13.54166667,,,,,,,,,
488,24/07/2016,17,"Nothing, disturbed, cover",13.54166667,,,,,,,,,
489,24/07/2016,18,"Nothing, disturbed, no cover",14.16666667,,,,,,,,,
490,24/07/2016,2,"Saturated, no cover",14.89583333,,,,,,,,,
491,24/07/2016,3,"Nothing, disturbed, no cover",13.75,,,,,,,,,
492,24/07/2016,4,"Nothing, disturbed, cover",14.5,,,,,,,,,
493,25/07/2016,5,"Light water, no cover",14.10416667,,,,,,,,,
494,25/07/2016,6,"No water, cover",14.20833333,,,,,,,,,
495,25/07/2016,8,"No water, cover",15.14583333,,,,,,,,,
496,25/07/2016,9,"Saturated, no cover",13.64583333,,,,,,,,,
497,25/07/2016,10,"Light water, no cover",15.16666667,,,,,,,,,
498,25/07/2016,11,"Saturated, cover",14.29166667,,,,,,,,,
499,25/07/2016,12,"No water, no cover",15.04166667,,,,,,,,,
500,25/07/2016,13,"No water, no cover",14.20833333,,,,,,,,,
501,25/07/2016,14,Ambient,14.35416667,,,,,,,,,
502,25/07/2016,15,"Saturated, cover",14.39583333,,,,,,,,,
503,25/07/2016,16,Ambient,14.52083333,,,,,,,,,
504,25/07/2016,17,"Nothing, disturbed, cover",14.8125,,,,,,,,,
505,25/07/2016,18,"Nothing, disturbed, no cover",16.3125,,,,,,,,,
506,25/07/2016,2,"Saturated, no cover",15,,,,,,,,,
507,25/07/2016,3,"Nothing, disturbed, no cover",15.45833333,,,,,,,,,
508,26/07/2016,4,"Nothing, disturbed, cover",14.1875,,,,,,,,,
509,26/07/2016,5,"Light water, no cover",14.625,,,,,,,,,
510,26/07/2016,6,"No water, cover",15.08333333,,,,,,,,,
511,26/07/2016,8,"No water, cover",13.70833333,,,,,,,,,
512,26/07/2016,9,"Saturated, no cover",15.4375,,,,,,,,,
513,26/07/2016,10,"Light water, no cover",14.22916667,,,,,,,,,
514,26/07/2016,11,"Saturated, cover",14.89583333,,,,,,,,,
515,26/07/2016,12,"No water, no cover",14.41666667,,,,,,,,,
516,26/07/2016,13,"No water, no cover",14.33333333,,,,,,,,,
517,26/07/2016,14,Ambient,14.3125,,,,,,,,,
518,26/07/2016,15,"Saturated, cover",14.625,,,,,,,,,
519,26/07/2016,16,Ambient,14.85416667,,,,,,,,,
520,26/07/2016,17,"Nothing, disturbed, cover",16.22916667,,,,,,,,,
521,26/07/2016,18,"Nothing, disturbed, no cover",15.3125,,,,,,,,,
522,26/07/2016,2,"Saturated, no cover",15.54166667,,,,,,,,,
523,27/07/2016,3,"Nothing, disturbed, no cover",13.89583333,,,,,,,,,
524,27/07/2016,4,"Nothing, disturbed, cover",14.33333333,,,,,,,,,
525,27/07/2016,5,"Light water, no cover",14.66666667,,,,,,,,,
526,27/07/2016,6,"No water, cover",13.39583333,,,,,,,,,
527,27/07/2016,8,"No water, cover",15.125,,,,,,,,,
528,27/07/2016,9,"Saturated, no cover",13.8125,,,,,,,,,
529,27/07/2016,10,"Light water, no cover",14.58333333,,,,,,,,,
530,27/07/2016,11,"Saturated, cover",14.20833333,,,,,,,,,
531,27/07/2016,12,"No water, no cover",13.89583333,,,,,,,,,
532,27/07/2016,13,"No water, no cover",13.89583333,,,,,,,,,
533,27/07/2016,14,Ambient,14.35416667,,,,,,,,,
534,27/07/2016,15,"Saturated, cover",14.3125,,,,,,,,,
535,27/07/2016,16,Ambient,15.875,,,,,,,,,
536,27/07/2016,17,"Nothing, disturbed, cover",15.02083333,,,,,,,,,
537,27/07/2016,18,"Nothing, disturbed, no cover",15.1875,,,,,,,,,
538,28/07/2016,2,"Saturated, no cover",15.3125,,,,,,,,,
539,28/07/2016,3,"Nothing, disturbed, no cover",15.3125,,,,,,,,,
540,28/07/2016,4,"Nothing, disturbed, cover",16.75,,,,,,,,,
541,28/07/2016,5,"Light water, no cover",14.77083333,14.75,,,,,,,,
542,28/07/2016,6,"No water, cover",16.5,14.85714286,,,,,,,,
543,28/07/2016,8,"No water, cover",15.72916667,14.88392857,,,,,,,,
544,28/07/2016,9,"Saturated, no cover",16.14583333,15.03869048,,,,,,,,
545,28/07/2016,10,"Light water, no cover",16,15.2797619,,,,,,,,
546,28/07/2016,11,"Saturated, cover",15.60416667,15.45535714,,,,,,,,
547,28/07/2016,12,"No water, no cover",15.8125,15.4702381,,,,,,,,
548,28/07/2016,13,"No water, no cover",15.83333333,15.33035714,,,,,,,,
549,28/07/2016,14,Ambient,16.04166667,15.29166667,,,,,,,,
550,28/07/2016,15,"Saturated, cover",18.125,15.27083333,,,,,,,,
551,28/07/2016,16,Ambient,16.60416667,15.07738095,,,,,,,,
552,28/07/2016,17,"Nothing, disturbed, cover",16.77083333,14.82142857,,,,,,,,
553,29/07/2016,18,"Nothing, disturbed, no cover",14.875,14.59523809,,,,,,,,
554,29/07/2016,2,"Saturated, no cover",15.41666667,14.5327381,,,,,,,,
555,29/07/2016,3,"Nothing, disturbed, no cover",16.20833333,14.69047619,,,,,,,,
556,29/07/2016,4,"Nothing, disturbed, cover",14.39583333,14.51488095,,,,,,,,
557,29/07/2016,5,"Light water, no cover",16.41666667,,,,,,,,,
558,29/07/2016,6,"No water, cover",15,,,,,,,,,
559,29/07/2016,8,"No water, cover",15.70833333,,,,,,,,,
560,29/07/2016,9,"Saturated, no cover",15.45833333,,,,,,,,,
561,29/07/2016,10,"Light water, no cover",15.1875,,,,,,,,,
562,29/07/2016,11,"Saturated, cover",15.08333333,,,,,,,,,
563,29/07/2016,12,"No water, no cover",15.47916667,,,,,,,,,
564,29/07/2016,13,"No water, no cover",15.6875,,,,,,,,,
565,29/07/2016,14,Ambient,17.58333333,,,,,,,,,
566,29/07/2016,15,"Saturated, cover",16.41666667,,,,,,,,,
567,29/07/2016,16,Ambient,16.1875,,,,,,,,,
568,30/07/2016,17,"Nothing, disturbed, cover",13.70833333,,,,,,,,,
569,30/07/2016,18,"Nothing, disturbed, no cover",14.16666667,,,,,,,,,
570,30/07/2016,2,"Saturated, no cover",14.45833333,,,,,,,,,
571,30/07/2016,3,"Nothing, disturbed, no cover",13.25,,,,,,,,,
572,30/07/2016,4,"Nothing, disturbed, cover",15.29166667,,,,,,,,,
573,30/07/2016,5,"Light water, no cover",13.4375,,,,,,,,,
574,30/07/2016,6,"No water, cover",14.4375,,,,,,,,,
575,30/07/2016,8,"No water, cover",14.10416667,,,,,,,,,
576,30/07/2016,9,"Saturated, no cover",13.66666667,,,,,,,,,
577,30/07/2016,10,"Light water, no cover",13.64583333,,,,,,,,,
578,30/07/2016,11,"Saturated, cover",14.45833333,,,,,,,,,
579,30/07/2016,12,"No water, no cover",14.14583333,,,,,,,,,
580,30/07/2016,13,"No water, no cover",16.04166667,,,,,,,,,
581,30/07/2016,14,Ambient,15.3125,,,,,,,,,
582,30/07/2016,15,"Saturated, cover",14.75,,,,,,,,,
583,31/07/2016,16,Ambient,13.625,,,,,,,,,
584,31/07/2016,17,"Nothing, disturbed, cover",14.35416667,,,,,,,,,
585,31/07/2016,18,"Nothing, disturbed, no cover",14.95833333,,,,,,,,,
586,31/07/2016,2,"Saturated, no cover",13.16666667,,,,,,,,,
587,31/07/2016,3,"Nothing, disturbed, no cover",15.10416667,,,,,,,,,
588,31/07/2016,4,"Nothing, disturbed, cover",13.72916667,,,,,,,,,
589,31/07/2016,5,"Light water, no cover",14.72916667,,,,,,,,,
590,31/07/2016,6,"No water, cover",14.3125,,,,,,,,,
591,31/07/2016,8,"No water, cover",14,,,,,,,,,
592,31/07/2016,9,"Saturated, no cover",14.14583333,,,,,,,,,
593,31/07/2016,10,"Light water, no cover",14.75,,,,,,,,,
594,31/07/2016,11,"Saturated, cover",14.4375,,,,,,,,,
595,31/07/2016,12,"No water, no cover",16.79166667,,,,,,,,,
596,31/07/2016,13,"No water, no cover",15.45833333,,,,,,,,,
597,31/07/2016,14,Ambient,14.8125,,,,,,,,,
598,01/08/2016,15,"Saturated, cover",15.25,,,,,,,,,
599,01/08/2016,16,Ambient,15.54166667,,,,,,,,,
600,01/08/2016,17,"Nothing, disturbed, cover",16.85416667,,,,,,,,,
601,01/08/2016,18,"Nothing, disturbed, no cover",14.5625,,,,,,,,,
602,01/08/2016,2,"Saturated, no cover",16.58333333,,,,,,,,,
603,01/08/2016,3,"Nothing, disturbed, no cover",15.47916667,,,,,,,,,
604,01/08/2016,4,"Nothing, disturbed, cover",15.91666667,,,,,,,,,
605,01/08/2016,5,"Light water, no cover",16.02083333,,,,,,,,,
606,01/08/2016,6,"No water, cover",15.625,,,,,,,,,
607,01/08/2016,8,"No water, cover",15.8125,,,,,,,,,
608,01/08/2016,9,"Saturated, no cover",16.0625,,,,,,,,,
609,01/08/2016,10,"Light water, no cover",16.1875,,,,,,,,,
610,01/08/2016,11,"Saturated, cover",18.35416667,,,,,,,,,
611,01/08/2016,12,"No water, no cover",16.85416667,,,,,,,,,
612,01/08/2016,13,"No water, no cover",16.5625,,,,,,,,,
613,02/08/2016,14,Ambient,14.375,,,,,,,,,
614,02/08/2016,15,"Saturated, cover",15.3125,,,,,,,,,
615,02/08/2016,16,Ambient,15.47916667,,,,,,,,,
616,02/08/2016,17,"Nothing, disturbed, cover",13.79166667,,,,,,,,,
617,02/08/2016,18,"Nothing, disturbed, no cover",16.02083333,,,,,,,,,
618,02/08/2016,2,"Saturated, no cover",14.22916667,,,,,,,,,
619,02/08/2016,3,"Nothing, disturbed, no cover",15.04166667,,,,,,,,,
620,02/08/2016,4,"Nothing, disturbed, cover",14.89583333,,,,,,,,,
621,02/08/2016,5,"Light water, no cover",14.60416667,,,,,,,,,
622,02/08/2016,6,"No water, cover",14.5,,,,,,,,,
623,02/08/2016,8,"No water, cover",15.25,,,,,,,,,
624,02/08/2016,9,"Saturated, no cover",15.04166667,,,,,,,,,
625,02/08/2016,10,"Light water, no cover",16.85416667,,,,,,,,,
626,02/08/2016,11,"Saturated, cover",15.97916667,,,,,,,,,
627,02/08/2016,12,"No water, no cover",15.5625,,,,,,,,,
628,03/08/2016,13,"No water, no cover",13.41666667,,,,,,,,,
629,03/08/2016,14,Ambient,13.95833333,,,,,,,,,
630,03/08/2016,15,"Saturated, cover",13.91666667,,,,,,,,,
631,03/08/2016,16,Ambient,13,,,,,,,,,
632,03/08/2016,17,"Nothing, disturbed, cover",14.52083333,,,,,,,,,
633,03/08/2016,18,"Nothing, disturbed, no cover",13.02083333,,,,,,,,,
634,03/08/2016,2,"Saturated, no cover",13.60416667,,,,,,,,,
635,03/08/2016,3,"Nothing, disturbed, no cover",13.70833333,,,,,,,,,
636,03/08/2016,4,"Nothing, disturbed, cover",13.25,,,,,,,,,
637,03/08/2016,5,"Light water, no cover",13.27083333,,,,,,,,,
638,03/08/2016,6,"No water, cover",13.625,,,,,,,,,
639,03/08/2016,8,"No water, cover",13.58333333,,,,,,,,,
640,03/08/2016,9,"Saturated, no cover",14.75,,,,,,,,,
641,03/08/2016,10,"Light water, no cover",14.33333333,,,,,,,,,
642,03/08/2016,11,"Saturated, cover",14.27083333,,,,,,,,,
643,04/08/2016,12,"No water, no cover",13.64583333,,,,,,,,,
644,04/08/2016,13,"No water, no cover",14.3125,,,,,,,,,
645,04/08/2016,14,Ambient,14.95833333,,,,,,,,,
646,04/08/2016,15,"Saturated, cover",13.125,,,,,,,,,
647,04/08/2016,16,Ambient,15.10416667,,,,,,,,,
648,04/08/2016,17,"Nothing, disturbed, cover",13.75,,,,,,,,,
649,04/08/2016,18,"Nothing, disturbed, no cover",14.5625,,,,,,,,,
650,04/08/2016,2,"Saturated, no cover",14.27083333,,,,,,,,,
651,04/08/2016,3,"Nothing, disturbed, no cover",14.04166667,,,,,,,,,
652,04/08/2016,4,"Nothing, disturbed, cover",14.125,,,,,,,,,
653,04/08/2016,5,"Light water, no cover",14.70833333,14.89166667,,,,,,,,
654,04/08/2016,6,"No water, cover",14.39583333,14.72708333,,,,,,,,
655,04/08/2016,8,"No water, cover",16.625,14.8125,,,,,,,,
656,04/08/2016,9,"Saturated, no cover",15.25,14.55208333,,,,,,,,
657,04/08/2016,10,"Light water, no cover",14.70833333,14.55416667,,,,,,,,
658,05/08/2016,11,"Saturated, cover",13.89583333,14.38125,,,,,,,,
659,05/08/2016,12,"No water, no cover",14.58333333,14.61666667,,,,,,,,
660,05/08/2016,13,"No water, no cover",14.79166667,14.575,,,,,,,,
661,05/08/2016,14,Ambient,13.25,14.51458333,,,,,,,,
662,05/08/2016,15,"Saturated, cover",15.14583333,14.89166667,,,,,,,,
663,05/08/2016,16,Ambient,13.625,14.70625,,,,,,,,
664,05/08/2016,17,"Nothing, disturbed, cover",14.20833333,13.55416667,,,,,,,,
665,05/08/2016,18,"Nothing, disturbed, no cover",14.25,13.60416667,,,,,,,,
666,05/08/2016,2,"Saturated, no cover",14.04166667,13.77916667,,,,,,,,
667,05/08/2016,3,"Nothing, disturbed, no cover",13.85416667,13.66041667,,,,,,,,
668,05/08/2016,4,"Nothing, disturbed, cover",14.33333333,13.52708333,,,,,,,,
669,05/08/2016,5,"Light water, no cover",14.39583333,,,,,,,,,
670,05/08/2016,6,"No water, cover",15.875,,,,,,,,,
671,05/08/2016,8,"No water, cover",15,,,,,,,,,
672,05/08/2016,9,"Saturated, no cover",15.10416667,,,,,,,,,
673,06/08/2016,10,"Light water, no cover",15.22916667,,,,,,,,,
674,06/08/2016,11,"Saturated, cover",15.41666667,,,,,,,,,
675,06/08/2016,12,"No water, no cover",16.60416667,,,,,,,,,
676,06/08/2016,13,"No water, no cover",14.45833333,,,,,,,,,
677,06/08/2016,14,Ambient,16.52083333,,,,,,,,,
678,06/08/2016,15,"Saturated, cover",15.6875,,,,,,,,,
679,06/08/2016,16,Ambient,15.79166667,,,,,,,,,
680,06/08/2016,17,"Nothing, disturbed, cover",15.85416667,,,,,,,,,
681,06/08/2016,18,"Nothing, disturbed, no cover",15.625,,,,,,,,,
682,06/08/2016,2,"Saturated, no cover",15.64583333,,,,,,,,,
683,06/08/2016,3,"Nothing, disturbed, no cover",15.85416667,,,,,,,,,
684,06/08/2016,4,"Nothing, disturbed, cover",16,,,,,,,,,
685,06/08/2016,5,"Light water, no cover",17.6875,,,,,,,,,
686,06/08/2016,6,"No water, cover",16.25,,,,,,,,,
687,06/08/2016,8,"No water, cover",16.66666667,,,,,,,,,
688,07/08/2016,9,"Saturated, no cover",14.70833333,,,,,,,,,
689,07/08/2016,10,"Light water, no cover",15.58333333,,,,,,,,,
690,07/08/2016,11,"Saturated, cover",15.95833333,,,,,,,,,
691,07/08/2016,12,"No water, no cover",14.1875,,,,,,,,,
692,07/08/2016,13,"No water, no cover",16.39583333,,,,,,,,,
693,07/08/2016,14,Ambient,15.0625,,,,,,,,,
694,07/08/2016,15,"Saturated, cover",15.39583333,,,,,,,,,
695,07/08/2016,16,Ambient,15.375,,,,,,,,,
696,07/08/2016,17,"Nothing, disturbed, cover",15.14583333,,,,,,,,,
697,07/08/2016,18,"Nothing, disturbed, no cover",14.97916667,,,,,,,,,
698,07/08/2016,2,"Saturated, no cover",15.625,,,,,,,,,
699,07/08/2016,3,"Nothing, disturbed, no cover",15.47916667,,,,,,,,,
700,07/08/2016,4,"Nothing, disturbed, cover",17.4375,,,,,,,,,
701,07/08/2016,5,"Light water, no cover",16.25,,,,,,,,,
702,07/08/2016,6,"No water, cover",16.0625,,,,,,,,,
703,08/08/2016,8,"No water, cover",15.41666667,,,,,,,,,
704,08/08/2016,9,"Saturated, no cover",15.85416667,,,,,,,,,
705,08/08/2016,10,"Light water, no cover",16.83333333,,,,,,,,,
706,08/08/2016,11,"Saturated, cover",14.83333333,,,,,,,,,
707,08/08/2016,12,"No water, no cover",16.6875,,,,,,,,,
708,08/08/2016,13,"No water, no cover",15.70833333,,,,,,,,,
709,08/08/2016,14,Ambient,15.875,,,,,,,,,
710,08/08/2016,15,"Saturated, cover",16.3125,,,,,,,,,
711,08/08/2016,16,Ambient,15.625,,,,,,,,,
712,08/08/2016,17,"Nothing, disturbed, cover",15.85416667,,,,,,,,,
713,08/08/2016,18,"Nothing, disturbed, no cover",16.125,,,,,,,,,
714,08/08/2016,2,"Saturated, no cover",16.20833333,,,,,,,,,
715,08/08/2016,3,"Nothing, disturbed, no cover",18.25,,,,,,,,,
716,08/08/2016,4,"Nothing, disturbed, cover",17.02083333,,,,,,,,,
717,08/08/2016,5,"Light water, no cover",16.52083333,,,,,,,,,
718,09/08/2016,6,"No water, cover",14.89583333,,,,,,,,,
