1-Wire/iButton Part Number: DS1921G-F5
1-Wire/iButton Registration Number: 960000003A0D9D21
Is Mission Active?  true
Mission Start:  Thu Jun 23 23:01:00 MDT 2016
Sample Rate:  Every 60 minute(s)
Number of Mission Samples:  1341
Total Samples:  1396
Roll Over Enabled?  false
Roll Over Occurred?  Roll over has NOT occurred
Active Alarms:  None fired
Next Clock Alarm At:  Disabled
High Temperature Alarm:  85 �C
Low Temperature Alarm:  -40 �C

Date/Time,Unit,Value
23/06/16 23:01:00,C,17.5
24/06/16 00:01:00,C,16.5
24/06/16 01:01:00,C,16
24/06/16 02:01:00,C,15
24/06/16 03:01:00,C,14
24/06/16 04:01:00,C,13.5
24/06/16 05:01:00,C,12.5
24/06/16 06:01:00,C,12
24/06/16 07:01:00,C,12
24/06/16 08:01:00,C,12
24/06/16 09:01:00,C,12.5
24/06/16 10:01:00,C,13.5
24/06/16 11:01:00,C,15
24/06/16 12:01:00,C,16.5
24/06/16 13:01:00,C,18.5
24/06/16 14:01:00,C,20.5
24/06/16 15:01:00,C,22
24/06/16 16:01:00,C,22
24/06/16 17:01:00,C,23
24/06/16 18:01:00,C,22.5
24/06/16 19:01:00,C,22
24/06/16 20:01:00,C,21.5
24/06/16 21:01:00,C,20.5
24/06/16 22:01:00,C,19.5
24/06/16 23:01:00,C,18.5
25/06/16 00:01:00,C,17.5
25/06/16 01:01:00,C,16.5
25/06/16 02:01:00,C,15.5
25/06/16 03:01:00,C,15
25/06/16 04:01:00,C,14
25/06/16 05:01:00,C,13.5
25/06/16 06:01:00,C,13
25/06/16 07:01:00,C,13
25/06/16 08:01:00,C,13
25/06/16 09:01:00,C,13.5
25/06/16 10:01:00,C,14
25/06/16 11:01:00,C,15
25/06/16 12:01:00,C,15.5
25/06/16 13:01:00,C,17
25/06/16 14:01:00,C,18.5
25/06/16 15:01:00,C,19
25/06/16 16:01:00,C,19.5
25/06/16 17:01:00,C,19
25/06/16 18:01:00,C,18.5
25/06/16 19:01:00,C,18
25/06/16 20:01:00,C,18
25/06/16 21:01:00,C,17.5
25/06/16 22:01:00,C,17
25/06/16 23:01:00,C,16
26/06/16 00:01:00,C,15
26/06/16 01:01:00,C,14
26/06/16 02:01:00,C,13.5
26/06/16 03:01:00,C,12.5
26/06/16 04:01:00,C,12
26/06/16 05:01:00,C,11.5
26/06/16 06:01:00,C,11
26/06/16 07:01:00,C,11
26/06/16 08:01:00,C,11
26/06/16 09:01:00,C,12
26/06/16 10:01:00,C,13
26/06/16 11:01:00,C,14
26/06/16 12:01:00,C,16
26/06/16 13:01:00,C,17.5
26/06/16 14:01:00,C,19
26/06/16 15:01:00,C,20.5
26/06/16 16:01:00,C,21.5
26/06/16 17:01:00,C,22.5
26/06/16 18:01:00,C,22.5
26/06/16 19:01:00,C,22
26/06/16 20:01:00,C,21.5
26/06/16 21:01:00,C,20.5
26/06/16 22:01:00,C,20
26/06/16 23:01:00,C,19
27/06/16 00:01:00,C,17.5
27/06/16 01:01:00,C,16.5
27/06/16 02:01:00,C,15.5
27/06/16 03:01:00,C,14.5
27/06/16 04:01:00,C,13.5
27/06/16 05:01:00,C,13
