"","Tea_ID","Tea_Type","Region","Site","Plot","Lat","Lon","Elevation","Initial","Depth","Burial","Recovery","Days","Season","Final","Label","Tea_init","Tea_final","Loss","Treatment","Contributor","Soil.moisture","Additional.information","latlon"
"1","K21","Rooibos","Kluane","Common Garden","CG_DT_HT_1",61.03248,-138.40834,792,2.224,8,2016-06-23,2016-06-24,1,"Summer","2.012","Yes",1.864,1.762943356,0.0542149377682404,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"2","K22","Rooibos","Kluane","Common Garden","CG_DT_HT_2",61.03248,-138.40834,792,2.229,8,2016-06-23,2016-06-25,2,"Summer","2.114","Yes",1.869,1.864943356,0.00217048903156769,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"3","K23","Rooibos","Kluane","Common Garden","CG_DT_HT_3",61.03248,-138.40834,792,2.28,8,2016-06-23,2016-06-26,3,"Summer","2.12","Yes",1.917,1.870943356,0.0240253750652061,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"4","K24","Rooibos","Kluane","Common Garden","CG_DT_HT_9",61.03248,-138.40834,792,2.305,8,2016-06-23,2016-07-02,9,"Summer","2.1","Yes",1.941,1.850943356,0.0463970345182896,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"5","K25","Rooibos","Kluane","Common Garden","CG_DT_HT_11",61.03248,-138.40834,792,2.282,8,2016-06-23,2016-07-04,11,"Summer","2.032","Yes",1.919,1.782943356,0.0708997623762376,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"6","K26","Rooibos","Kluane","Common Garden","CG_DT_HT_13",61.03248,-138.40834,792,2.283,8,2016-06-23,2016-07-06,13,"Summer","2.072","Yes",1.92,1.822943356,0.0505503354166666,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"7","K27","Rooibos","Kluane","Common Garden","CG_DT_HT_14",61.03248,-138.40834,792,2.236,8,2016-06-23,2016-07-07,14,"Summer","2.088","Yes",1.876,1.838943356,0.0197530085287846,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"8","K28","Rooibos","Kluane","Common Garden","CG_DT_HT_16",61.03248,-138.40834,792,2.252,8,2016-06-23,2016-07-09,16,"Summer","1.996","Yes",1.891,1.746943356,0.0761801396086726,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"9","K29","Rooibos","Kluane","Common Garden","CG_DT_HT_18",61.03248,-138.40834,792,2.222,8,2016-06-23,2016-07-11,18,"Summer","1.841","Yes",1.862,1.591943356,0.145035791621912,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"10","K30","Rooibos","Kluane","Common Garden","CG_DT_HT_20",61.03248,-138.40834,792,2.25,8,2016-06-23,2016-07-13,20,"Summer","1.854","Yes",1.889,1.604943356,0.150374083642139,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"11","K31","Rooibos","Kluane","Common Garden","CG_DT_HT_23",61.03248,-138.40834,792,2.249,8,2016-06-23,2016-07-16,23,"Summer","1.864","Yes",1.888,1.614943356,0.144627459745763,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"12","K32","Rooibos","Kluane","Common Garden","CG_DT_HT_27",61.03248,-138.40834,792,2.339,8,2016-06-23,2016-07-20,27,"Summer","1.88","Yes",1.973,1.630943356,0.173368800810948,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"13","K33","Rooibos","Kluane","Common Garden","CG_DT_HT_30",61.03248,-138.40834,792,2.281,8,2016-06-23,2016-07-23,30,"Summer","1.846","Yes",1.918,1.596943356,0.167391368091762,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"14","K34","Rooibos","Kluane","Common Garden","CG_DT_HT_34",61.03248,-138.40834,792,2.256,8,2016-06-23,2016-07-27,34,"Summer","1.771","Yes",1.894,1.521943356,0.196439621964097,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"15","K35","Rooibos","Kluane","Common Garden","CG_DT_HT_37",61.03248,-138.40834,792,2.196,8,2016-06-23,2016-07-30,37,"Summer","1.765","Yes",1.838,1.515943356,0.17522124265506,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"16","K36","Rooibos","Kluane","Common Garden","CG_DT_HT_42",61.03248,-138.40834,792,2.268,8,2016-06-23,2016-08-04,42,"Summer","1.748","Yes",1.906,1.498943356,0.213565920251836,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"17","K37","Rooibos","Kluane","Common Garden","CG_DT_HT_45",61.03248,-138.40834,792,2.25,8,2016-06-23,2016-08-07,45,"Summer","1.848","Yes",1.889,1.598943356,0.153550367390154,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"18","K38","Rooibos","Kluane","Common Garden","CG_DT_HT_46",61.03248,-138.40834,792,2.205,8,2016-06-23,2016-08-08,46,"Summer","1.775","Yes",1.846,1.525943356,0.173378463705309,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"19","K39","Rooibos","Kluane","Common Garden","CG_DT_HT_47",61.03248,-138.40834,792,2.261,8,2016-06-23,2016-08-09,47,"Summer","1.83","Yes",1.899,1.580943356,0.167486384412849,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"20","K40","Rooibos","Kluane","Common Garden","CG_DT_HT_48",61.03248,-138.40834,792,2.27,8,2016-06-23,2016-08-10,48,"Summer","1.754","Yes",1.908,1.504943356,0.211245620545073,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"21","K41","Rooibos","Kluane","Common Garden","CG_DT_HT_50",61.03248,-138.40834,792,2.233,8,2016-06-23,2016-08-12,50,"Summer","1.769","Yes",1.873,1.519943356,0.188497941270689,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"22","K42","Rooibos","Kluane","Common Garden","CG_DT_HT_52",61.03248,-138.40834,792,2.283,8,2016-06-23,2016-08-14,52,"Summer","1.837","Yes",1.92,1.587943356,0.17294616875,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"23","K43","Rooibos","Kluane","Common Garden","CG_DT_HT_54",61.03248,-138.40834,792,2.215,8,2016-06-23,2016-08-16,54,"Summer","1.756","Yes",1.856,1.506943356,0.1880693125,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"24","K44","Rooibos","Kluane","Common Garden","CG_DT_HT_55",61.03248,-138.40834,792,2.239,8,2016-06-23,2016-08-17,55,"Summer","1.8","Yes",1.878,1.550943356,0.174151567625133,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"25","K45","Rooibos","Kluane","Common Garden","CG_DT_HT_56",61.03248,-138.40834,792,2.197,8,2016-06-23,2016-08-18,56,"Summer","1.775","Yes",1.839,1.525943356,0.170231997824905,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"26","K46","Rooibos","Kluane","Common Garden","CG_DT_HT_1",61.03248,-138.40834,792,2.24,8,2016-06-23,2016-06-24,1,"Summer","2.191","Yes",1.879,1.941943356,-0.0334983267695583,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"27","K47","Rooibos","Kluane","Common Garden","CG_DT_HT_2",61.03248,-138.40834,792,2.236,8,2016-06-23,2016-06-25,2,"Summer","2.139","Yes",1.876,1.889943356,-0.00743249253731348,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"28","K48","Rooibos","Kluane","Common Garden","CG_DT_HT_3",61.03248,-138.40834,792,2.171,8,2016-06-23,2016-06-26,3,"Summer","2.04","Yes",1.814,1.790943356,0.0127103880926129,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"29","K49","Rooibos","Kluane","Common Garden","CG_DT_HT_9",61.03248,-138.40834,792,2.276,8,2016-06-23,2016-07-02,9,"Summer","2.085","Yes",1.913,1.835943356,0.0402805248301098,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"30","K50","Rooibos","Kluane","Common Garden","CG_DT_HT_11",61.03248,-138.40834,792,2.25,8,2016-06-23,2016-07-04,11,"Summer","2.054","Yes",1.889,1.804943356,0.0444979587083112,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"31","K51","Rooibos","Kluane","Common Garden","CG_DT_HT_13",61.03248,-138.40834,792,2.205,8,2016-06-23,2016-07-06,13,"Summer","2.033","Yes",1.846,1.783943356,0.0336168169014085,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"32","K52","Rooibos","Kluane","Common Garden","CG_DT_HT_14",61.03248,-138.40834,792,2.213,8,2016-06-23,2016-07-07,14,"Summer","2.022","Yes",1.854,1.772943356,0.0437198727076591,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"33","K53","Rooibos","Kluane","Common Garden","CG_DT_HT_16",61.03248,-138.40834,792,2.111,8,2016-06-23,2016-07-09,16,"Summer","1.868","Yes",1.758,1.618943356,0.0790993424345848,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"34","K54","Rooibos","Kluane","Common Garden","CG_DT_HT_18",61.03248,-138.40834,792,2.25,8,2016-06-23,2016-07-11,18,"Summer","1.881","Yes",1.889,1.631943356,0.136080806776072,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"35","K55","Rooibos","Kluane","Common Garden","CG_DT_HT_20",61.03248,-138.40834,792,2.198,8,2016-06-23,2016-07-13,20,"Summer","1.815","Yes",1.84,1.565943356,0.14894382826087,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"36","K56","Rooibos","Kluane","Common Garden","CG_DT_HT_23",61.03248,-138.40834,792,2.236,8,2016-06-23,2016-07-16,23,"Summer","1.852","Yes",1.876,1.602943356,0.145552582089552,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"37","K57","Rooibos","Kluane","Common Garden","CG_DT_HT_27",61.03248,-138.40834,792,2.2,8,2016-06-23,2016-07-20,27,"Summer","1.767","Yes",1.842,1.517943356,0.175926516829533,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"38","K58","Rooibos","Kluane","Common Garden","CG_DT_HT_30",61.03248,-138.40834,792,2.256,8,2016-06-23,2016-07-23,30,"Summer","1.852","Yes",1.894,1.602943356,0.153672990496304,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"39","K59","Rooibos","Kluane","Common Garden","CG_DT_HT_34",61.03248,-138.40834,792,2.265,8,2016-06-23,2016-07-27,34,"Summer","1.785","Yes",1.903,1.535943356,0.192883155018392,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"40","K60","Rooibos","Kluane","Common Garden","CG_DT_HT_37",61.03248,-138.40834,792,2.176,8,2016-06-23,2016-07-30,37,"Summer","1.754","Yes",1.819,1.504943356,0.172653460142936,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"41","K61","Rooibos","Kluane","Common Garden","CG_DT_HT_42",61.03248,-138.40834,792,2.253,8,2016-06-23,2016-08-04,42,"Summer","1.796","Yes",1.892,1.546943356,0.182376661733615,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"42","K62","Rooibos","Kluane","Common Garden","CG_DT_HT_45",61.03248,-138.40834,792,2.202,8,2016-06-23,2016-08-07,45,"Summer","1.769","Yes",1.843,1.519943356,0.175288466630494,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"43","K63","Rooibos","Kluane","Common Garden","CG_DT_HT_46",61.03248,-138.40834,792,2.173,8,2016-06-23,2016-08-08,46,"Summer","1.76","Yes",1.816,1.510943356,0.167982733480176,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"44","K64","Rooibos","Kluane","Common Garden","CG_DT_HT_47",61.03248,-138.40834,792,2.22,8,2016-06-23,2016-08-09,47,"Summer","1.713","Yes",1.86,1.463943356,0.212933679569893,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"45","K65","Rooibos","Kluane","Common Garden","CG_DT_HT_48",61.03248,-138.40834,792,2.246,8,2016-06-23,2016-08-10,48,"Summer","1.771","Yes",1.885,1.521943356,0.192602994164456,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"46","K66","Rooibos","Kluane","Common Garden","CG_DT_HT_50",61.03248,-138.40834,792,2.183,8,2016-06-23,2016-08-12,50,"Summer","1.765","Yes",1.826,1.515943356,0.169801009857612,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"47","K67","Rooibos","Kluane","Common Garden","CG_DT_HT_52",61.03248,-138.40834,792,2.288,8,2016-06-23,2016-08-14,52,"Summer","1.807","Yes",1.925,1.557943356,0.190678776103896,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"48","K68","Rooibos","Kluane","Common Garden","CG_DT_HT_54",61.03248,-138.40834,792,2.293,8,2016-06-23,2016-08-16,54,"Summer","1.795","Yes",1.929,1.545943356,0.198577835147745,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"49","K69","Rooibos","Kluane","Common Garden","CG_DT_HT_55",61.03248,-138.40834,792,2.184,8,2016-06-23,2016-08-17,55,"Summer","1.741","Yes",1.826,1.491943356,0.182944492880613,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"50","K70","Rooibos","Kluane","Common Garden","CG_DT_HT_56",61.03248,-138.40834,792,2.181,8,2016-06-23,2016-08-18,56,"Summer","1.751","Yes",1.824,1.501943356,0.17656614254386,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"51","K21","Green","Kluane","Common Garden","CG_DT_HT_1",61.03248,-138.40834,792,1.974,8,2016-06-23,2016-06-24,1,"Summer","1.75","Yes",1.66,1.501309356,0.0955967734939759,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"52","K22","Green","Kluane","Common Garden","CG_DT_HT_2",61.03248,-138.40834,792,1.931,8,2016-06-23,2016-06-25,2,"Summer","1.82","Yes",1.618,1.571309356,0.0288570111248455,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"53","K23","Green","Kluane","Common Garden","CG_DT_HT_3",61.03248,-138.40834,792,1.977,8,2016-06-23,2016-06-26,3,"Summer","1.829","Yes",1.663,1.580309356,0.0497237787131689,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"54","K24","Green","Kluane","Common Garden","CG_DT_HT_9",61.03248,-138.40834,792,2.081,8,2016-06-23,2016-07-02,9,"Summer","1.732","Yes",1.763,1.483309356,0.158644721497448,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"55","K25","Green","Kluane","Common Garden","CG_DT_HT_11",61.03248,-138.40834,792,1.934,8,2016-06-23,2016-07-04,11,"Summer","1.612","Yes",1.621,1.363309356,0.158970169031462,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"56","K26","Green","Kluane","Common Garden","CG_DT_HT_13",61.03248,-138.40834,792,2.062,8,2016-06-23,2016-07-06,13,"Summer","1.851","Yes",1.744,1.602309356,0.0812446353211009,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"57","K27","Green","Kluane","Common Garden","CG_DT_HT_14",61.03248,-138.40834,792,1.964,8,2016-06-23,2016-07-07,14,"Summer","1.593","Yes",1.65,1.344309356,0.185267056969697,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"58","K28","Green","Kluane","Common Garden","CG_DT_HT_16",61.03248,-138.40834,792,2.01,8,2016-06-23,2016-07-09,16,"Summer","1.324","Yes",1.694,1.075309356,0.365224701298701,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"59","K29","Green","Kluane","Common Garden","CG_DT_HT_18",61.03248,-138.40834,792,1.902,8,2016-06-23,2016-07-11,18,"Summer","1.069","Yes",1.591,0.820309356,0.484406438717788,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"60","K30","Green","Kluane","Common Garden","CG_DT_HT_20",61.03248,-138.40834,792,1.964,8,2016-06-23,2016-07-13,20,"Summer","1.199","Yes",1.65,0.950309356,0.424054935757576,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"61","K31","Green","Kluane","Common Garden","CG_DT_HT_23",61.03248,-138.40834,792,2.006,8,2016-06-23,2016-07-16,23,"Summer","1.051","Yes",1.691,0.802309356,0.525541480780603,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"62","K32","Green","Kluane","Common Garden","CG_DT_HT_27",61.03248,-138.40834,792,2.133,8,2016-06-23,2016-07-20,27,"Summer","1.041","Yes",1.813,0.792309356,0.562984359624931,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"63","K33","Green","Kluane","Common Garden","CG_DT_HT_30",61.03248,-138.40834,792,1.997,8,2016-06-23,2016-07-23,30,"Summer","0.969","Yes",1.682,0.720309356,0.571754247324614,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"64","K34","Green","Kluane","Common Garden","CG_DT_HT_34",61.03248,-138.40834,792,1.987,8,2016-06-23,2016-07-27,34,"Summer","0.993","Yes",1.672,0.744309356,0.554838901913876,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"65","K35","Green","Kluane","Common Garden","CG_DT_HT_37",61.03248,-138.40834,792,2.108,8,2016-06-23,2016-07-30,37,"Summer","0.99","Yes",1.789,0.741309356,0.585629202906652,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"66","K36","Green","Kluane","Common Garden","CG_DT_HT_42",61.03248,-138.40834,792,2.04,8,2016-06-23,2016-08-04,42,"Summer","0.93","Yes",1.723,0.681309356,0.604579596053395,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"67","K37","Green","Kluane","Common Garden","CG_DT_HT_45",61.03248,-138.40834,792,1.973,8,2016-06-23,2016-08-07,45,"Summer","0.92","Yes",1.659,0.671309356,0.595353010247137,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"68","K38","Green","Kluane","Common Garden","CG_DT_HT_46",61.03248,-138.40834,792,2.098,8,2016-06-23,2016-08-08,46,"Summer","1.013","Yes",1.779,0.764309356,0.570371356942102,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"69","K39","Green","Kluane","Common Garden","CG_DT_HT_47",61.03248,-138.40834,792,2.057,8,2016-06-23,2016-08-09,47,"Summer","0.956","Yes",1.74,0.707309356,0.593500370114942,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"70","K40","Green","Kluane","Common Garden","CG_DT_HT_48",61.03248,-138.40834,792,1.864,8,2016-06-23,2016-08-10,48,"Summer","0.915","Yes",1.554,0.666309356,0.571229500643501,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"71","K41","Green","Kluane","Common Garden","CG_DT_HT_50",61.03248,-138.40834,792,2.03,8,2016-06-23,2016-08-12,50,"Summer","0.976","Yes",1.714,0.727309356,0.575665486581097,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"72","K42","Green","Kluane","Common Garden","CG_DT_HT_52",61.03248,-138.40834,792,2.013,8,2016-06-23,2016-08-14,52,"Summer","0.961","Yes",1.697,0.712309356,0.580253767825575,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"73","K43","Green","Kluane","Common Garden","CG_DT_HT_54",61.03248,-138.40834,792,2.073,8,2016-06-23,2016-08-16,54,"Summer","1.03","Yes",1.755,0.781309356,0.554809483760684,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"74","K44","Green","Kluane","Common Garden","CG_DT_HT_55",61.03248,-138.40834,792,2.132,8,2016-06-23,2016-08-17,55,"Summer","1.012","Yes",1.812,0.763309356,0.57874759602649,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"75","K45","Green","Kluane","Common Garden","CG_DT_HT_56",61.03248,-138.40834,792,2.028,8,2016-06-23,2016-08-18,56,"Summer","0.951","Yes",1.712,0.702309356,0.589772572429907,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"76","K46","Green","Kluane","Common Garden","CG_DT_HT_1",61.03248,-138.40834,792,1.981,8,2016-06-23,2016-06-24,1,"Summer","1.785","Yes",1.667,1.536309356,0.0783987066586682,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"77","K47","Green","Kluane","Common Garden","CG_DT_HT_2",61.03248,-138.40834,792,2.122,8,2016-06-23,2016-06-25,2,"Summer","1.964","Yes",1.802,1.715309356,0.0481080155382909,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"78","K48","Green","Kluane","Common Garden","CG_DT_HT_3",61.03248,-138.40834,792,2.138,8,2016-06-23,2016-06-26,3,"Summer","2.018","Yes",1.818,1.769309356,0.0267825324532454,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"79","K49","Green","Kluane","Common Garden","CG_DT_HT_9",61.03248,-138.40834,792,2.083,8,2016-06-23,2016-07-02,9,"Summer","1.721","Yes",1.765,1.472309356,0.165830393201133,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"80","K50","Green","Kluane","Common Garden","CG_DT_HT_11",61.03248,-138.40834,792,2.034,8,2016-06-23,2016-07-04,11,"Summer","1.662","Yes",1.717,1.413309356,0.176872827023879,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"81","K51","Green","Kluane","Common Garden","CG_DT_HT_13",61.03248,-138.40834,792,2.074,8,2016-06-23,2016-07-06,13,"Summer","1.644","Yes",1.756,1.395309356,0.20540469476082,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"82","K52","Green","Kluane","Common Garden","CG_DT_HT_14",61.03248,-138.40834,792,1.933,8,2016-06-23,2016-07-07,14,"Summer","1.579","Yes",1.62,1.330309356,0.178821385185185,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"83","K53","Green","Kluane","Common Garden","CG_DT_HT_16",61.03248,-138.40834,792,1.985,8,2016-06-23,2016-07-09,16,"Summer","1.395","Yes",1.67,1.146309356,0.313587211976048,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"84","K54","Green","Kluane","Common Garden","CG_DT_HT_18",61.03248,-138.40834,792,2.016,8,2016-06-23,2016-07-11,18,"Summer","1.255","Yes",1.7,1.006309356,0.40805332,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"85","K55","Green","Kluane","Common Garden","CG_DT_HT_20",61.03248,-138.40834,792,2.111,8,2016-06-23,2016-07-13,20,"Summer","1.308","Yes",1.792,1.059309356,0.408867546875,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"86","K56","Green","Kluane","Common Garden","CG_DT_HT_23",61.03248,-138.40834,792,2.233,8,2016-06-23,2016-07-16,23,"Summer","1.26","Yes",1.909,1.011309356,0.470241301204819,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"87","K57","Green","Kluane","Common Garden","CG_DT_HT_27",61.03248,-138.40834,792,2.028,8,2016-06-23,2016-07-20,27,"Summer","1.137","Yes",1.712,0.888309356,0.481127712616822,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"88","K58","Green","Kluane","Common Garden","CG_DT_HT_30",61.03248,-138.40834,792,2.057,8,2016-06-23,2016-07-23,30,"Summer","1.021","Yes",1.74,0.772309356,0.556144048275862,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"89","K59","Green","Kluane","Common Garden","CG_DT_HT_34",61.03248,-138.40834,792,2.057,8,2016-06-23,2016-07-27,34,"Summer","1.023","Yes",1.74,0.774309356,0.554994622988506,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"90","K60","Green","Kluane","Common Garden","CG_DT_HT_37",61.03248,-138.40834,792,1.98,8,2016-06-23,2016-07-30,37,"Summer","0.86","Yes",1.666,0.611309356,0.633067613445378,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"91","K61","Green","Kluane","Common Garden","CG_DT_HT_42",61.03248,-138.40834,792,2.047,8,2016-06-23,2016-08-04,42,"Summer","1.006","Yes",1.73,0.757309356,0.56224892716763,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"92","K62","Green","Kluane","Common Garden","CG_DT_HT_45",61.03248,-138.40834,792,2.028,8,2016-06-23,2016-08-07,45,"Summer","0.989","Yes",1.712,0.740309356,0.567576310747663,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"93","K63","Green","Kluane","Common Garden","CG_DT_HT_46",61.03248,-138.40834,792,2.014,8,2016-06-23,2016-08-08,46,"Summer","0.99","Yes",1.698,0.741309356,0.563422051825677,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"94","K64","Green","Kluane","Common Garden","CG_DT_HT_47",61.03248,-138.40834,792,2.058,8,2016-06-23,2016-08-09,47,"Summer","1.067","Yes",1.741,0.818309356,0.529977394600804,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"95","K65","Green","Kluane","Common Garden","CG_DT_HT_48",61.03248,-138.40834,792,1.982,8,2016-06-23,2016-08-10,48,"Summer","1.039","Yes",1.667,0.790309356,0.525909204559088,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"96","K66","Green","Kluane","Common Garden","CG_DT_HT_50",61.03248,-138.40834,792,2.051,8,2016-06-23,2016-08-12,50,"Summer","0.902","Yes",1.734,0.653309356,0.623235665513264,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"97","K67","Green","Kluane","Common Garden","CG_DT_HT_52",61.03248,-138.40834,792,2.017,8,2016-06-23,2016-08-14,52,"Summer","0.998","Yes",1.701,0.749309356,0.559488914756026,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"98","K68","Green","Kluane","Common Garden","CG_DT_HT_54",61.03248,-138.40834,792,2.016,8,2016-06-23,2016-08-16,54,"Summer","1.219","Yes",1.7,0.970309356,0.429229790588235,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"99","K69","Green","Kluane","Common Garden","CG_DT_HT_55",61.03248,-138.40834,792,2.042,8,2016-06-23,2016-08-17,55,"Summer","0.983","Yes",1.725,0.734309356,0.574313416811594,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"100","K70","Green","Kluane","Common Garden","CG_DT_HT_56",61.03248,-138.40834,792,1.973,8,2016-06-23,2016-08-18,56,"Summer","1.047","Yes",1.659,0.798309356,0.518800870403858,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"101","K71","Rooibos","Kluane","Common Garden","LWC_1",61.03248,-138.40834,792,2.209,8,2016-06-23,2016-08-14,52,"Summer","1.657","Yes",1.85,1.407943356,0.238949537297297,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"light water, cover","61.03248_-138.40834"
"102","K72","Rooibos","Kluane","Common Garden","LWC_1",61.03248,-138.40834,792,2.204,8,2016-06-23,2016-08-14,52,"Summer","1.669","Yes",1.845,1.419943356,0.230383004878049,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"light water, cover","61.03248_-138.40834"
"103","K73","Rooibos","Kluane","Common Garden","LWC_1",61.03248,-138.40834,792,2.274,8,2016-06-23,2016-08-14,52,"Summer","1.717","Yes",1.911,1.467943356,0.231845444270016,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"light water, cover","61.03248_-138.40834"
"104","K74","Rooibos","Kluane","Common Garden","LWC_1",61.03248,-138.40834,792,2.288,8,2016-06-23,2016-08-14,52,"Summer","1.694","Yes",1.925,1.444943356,0.249380074805195,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"light water, cover","61.03248_-138.40834"
"105","K75","Rooibos","Kluane","Common Garden","LWC_1",61.03248,-138.40834,792,2.245,8,2016-06-23,2016-08-14,52,"Summer","1.705","Yes",1.884,1.455943356,0.227206286624204,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"light water, cover","61.03248_-138.40834"
"106","K76","Rooibos","Kluane","Common Garden","LWC_1",61.03248,-138.40834,792,2.21,8,2016-06-23,2016-08-14,52,"Summer","1.673","Yes",1.851,1.423943356,0.230716717450027,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"light water, cover","61.03248_-138.40834"
"107","K77","Rooibos","Kluane","Common Garden","S_1",61.03248,-138.40834,792,2.188,8,2016-06-23,2016-08-14,52,"Summer","1.665","Yes",1.83,1.415943356,0.226260461202186,"Moisture","Eleanor Walker, Haydn Thomas",NA,"saturated","61.03248_-138.40834"
