"","Tea_ID","Tea_Type","Region","Site","Plot","Lat","Lon","Elevation","Initial","Depth","Burial","Recovery","Days","Season","Final","Label","Tea_init","Tea_final","Loss","Treatment","Contributor","Soil.moisture","Additional.information","latlon"
"377","Cgr2","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.224,8,2015-06-20,2015-08-17,58,"Summer","1.819","Yes",1.864,1.569943356,0.157755710300429,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"378","Cgr3","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.25,8,2015-06-20,2015-08-17,58,"Summer","1.723","Yes",1.889,1.473943356,0.219722945473796,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"379","Cgr4","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.283,8,2015-06-20,2015-08-17,58,"Summer","1.778","Yes",1.92,1.528943356,0.203675335416667,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"380","Cgr5","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.316,8,2015-06-20,2015-08-17,58,"Summer","1.853","Yes",1.951,1.603943356,0.177886542286007,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"381","Cgr6","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.207,8,2015-06-20,2015-08-17,58,"Summer","1.810","Yes",1.848,1.560943356,0.155333681818182,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"382","Cgr7","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.256,8,2015-06-20,2015-08-17,58,"Summer","1.963","Yes",1.894,1.713943356,0.0950668658922914,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"383","Cgr8","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.284,8,2015-06-20,2015-08-17,58,"Summer","1.954","Yes",1.921,1.704943356,0.112470923477356,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"384","Cgr9","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.284,8,2015-06-20,2015-08-17,58,"Summer","1.819","Yes",1.921,1.569943356,0.182746821447163,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"385","Cgr10","Rooibos","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.329,8,2015-06-20,2015-08-17,58,"Summer","1.887","Yes",1.963,1.637943356,0.165591769740194,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"386","Cgg1","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.049,8,2015-06-20,2015-08-17,58,"Summer","0.964","Yes",1.732,0.715309356,0.587003836027714,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"387","Cgg2","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.061,8,2015-06-20,2015-08-17,58,"Summer","0.829","Yes",1.743,0.580309356,0.667062905335628,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"388","Cgg3","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.113,8,2015-06-20,2015-08-17,58,"Summer","0.996","Yes",1.793,0.747309356,0.583207274958171,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"389","Cgg4","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.127,8,2015-06-20,2015-08-17,58,"Summer","0.945","Yes",1.807,0.696309356,0.614660013281682,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"390","Cgg5","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.148,8,2015-06-20,2015-08-17,58,"Summer","0.821","Yes",1.827,0.572309356,0.686749120963328,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"391","Cgg6","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.117,8,2015-06-20,2015-08-17,58,"Summer","0.963","Yes",1.797,0.714309356,0.602498967167501,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"392","Cgg7","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.169,8,2015-06-20,2015-08-17,58,"Summer","0.910","Yes",1.847,0.661309356,0.641954869518138,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"393","Cgg8","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.116,8,2015-06-20,2015-08-17,58,"Summer","0.993","Yes",1.796,0.744309356,0.585573855233853,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"394","Cgg9","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.172,8,2015-06-20,2015-08-17,58,"Summer","1.038","Yes",1.85,0.789309356,0.573346294054054,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"395","Cgg10","Green","Kluane","Common Garden","CG_Y1_3m",61.03248,-138.40834,792,2.171,8,2015-06-20,2015-08-17,58,"Summer","0.954","Yes",1.849,0.705309356,0.618545507842077,"None","Haydn Thomas",NA,"","61.03248_-138.40834"
"396","1A1","Green","Kluane","Kluane Elevation Transect 1","1A",61.00889,-138.42467,794,2.136,8,2016-06-24,2016-08-13,50,"Summer","1.525","Yes",1.816,1.276309356,0.297186477973568,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"397","1A2","Green","Kluane","Kluane Elevation Transect 1","1A",61.00889,-138.42467,794,2.056,8,2016-06-24,2016-08-13,50,"Summer","1.196","Yes",1.739,0.947309356,0.455256264519839,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"398","1A3","Green","Kluane","Kluane Elevation Transect 1","1A",61.00889,-138.42467,794,2.128,8,2016-06-24,2016-08-13,50,"Summer","1.258","Yes",1.808,1.009309356,0.441753674778761,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"399","1A4","Green","Kluane","Kluane Elevation Transect 1","1A",61.00889,-138.42467,794,2.058,8,2016-06-24,2016-08-13,50,"Summer","1.299","Yes",1.741,1.050309356,0.396720645605974,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"400","1M1","Green","Kluane","Kluane Elevation Transect 1","1M",61.00889,-138.42467,794,2.117,8,2016-06-24,2016-08-13,50,"Summer","1.147","Yes",1.797,0.898309356,0.50010609015025,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"401","1M2","Green","Kluane","Kluane Elevation Transect 1","1M",61.00889,-138.42467,794,2.129,8,2016-06-24,2016-08-13,50,"Summer","1.246","Yes",1.809,0.997309356,0.448695767827529,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"402","1M3","Green","Kluane","Kluane Elevation Transect 1","1M",61.00889,-138.42467,794,2.065,8,2016-06-24,2016-08-13,50,"Summer","1.2","Yes",1.747,0.951309356,0.455461158557527,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"403","1M4","Green","Kluane","Kluane Elevation Transect 1","1M",61.00889,-138.42467,794,2.11,8,2016-06-24,2016-08-13,50,"Summer","1.18","Yes",1.791,0.931309356,0.480005943048576,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"404","1T1","Green","Kluane","Kluane Elevation Transect 1","1T",61.00889,-138.42467,794,2.16,8,2016-06-24,2016-08-13,50,"Summer","1.366","Yes",1.839,1.117309356,0.392436456769984,"Warming","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"405","1T2","Green","Kluane","Kluane Elevation Transect 1","1T",61.00889,-138.42467,794,1.96,8,2016-06-24,2016-08-13,50,"Summer","1.308","Yes",1.646,1.059309356,0.356434170109356,"Warming","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"406","1T3","Green","Kluane","Kluane Elevation Transect 1","1T",61.00889,-138.42467,794,2.069,8,2016-06-24,2016-08-13,50,"Summer","1.188","Yes",1.751,0.939309356,0.463558334665905,"Warming","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"407","1T4","Green","Kluane","Kluane Elevation Transect 1","1T",61.00889,-138.42467,794,2.213,8,2016-06-24,2016-08-13,50,"Summer","1.203","Yes",1.89,0.954309356,0.495074414814815,"Warming","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"408","1B1","Green","Kluane","Kluane Elevation Transect 1","1B",61.00889,-138.42467,794,2.172,8,2016-06-24,2016-08-13,50,"Summer","1.102","Yes",1.85,0.853309356,0.538751699459459,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"409","1B2","Green","Kluane","Kluane Elevation Transect 1","1B",61.00889,-138.42467,794,2.07,8,2016-06-24,2016-08-13,50,"Summer","1.13","Yes",1.752,0.881309356,0.4969695456621,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"410","1B4","Green","Kluane","Kluane Elevation Transect 1","1B",61.00889,-138.42467,794,2.106,8,2016-06-24,2016-08-13,50,"Summer","1.212","Yes",1.787,0.963309356,0.460934887520985,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"411","1B3","Green","Kluane","Kluane Elevation Transect 1","1B",61.00889,-138.42467,794,2.134,8,2016-06-24,2016-08-13,50,"Summer","1.206","Yes",1.814,0.957309356,0.47226606615215,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"412","1A1","Rooibos","Kluane","Kluane Elevation Transect 1","1A",61.00889,-138.42467,794,2.262,8,2016-06-24,2016-08-13,50,"Summer","1.951","Yes",1.9,1.701943356,0.104240338947368,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"413","1A2","Rooibos","Kluane","Kluane Elevation Transect 1","1A",61.00889,-138.42467,794,2.175,8,2016-06-24,2016-08-13,50,"Summer","1.833","Yes",1.818,1.583943356,0.12874402860286,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"414","1A3","Rooibos","Kluane","Kluane Elevation Transect 1","1A",61.00889,-138.42467,794,2.244,8,2016-06-24,2016-08-13,50,"Summer","1.922","Yes",1.883,1.672943356,0.11155424535316,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"415","1A4","Rooibos","Kluane","Kluane Elevation Transect 1","1A",61.00889,-138.42467,794,2.329,8,2016-06-24,2016-08-13,50,"Summer","2","Yes",1.963,1.750943356,0.108026818135507,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"416","1M1","Rooibos","Kluane","Kluane Elevation Transect 1","1M",61.00889,-138.42467,794,2.25,8,2016-06-24,2016-08-13,50,"Summer","1.841","Yes",1.889,1.591943356,0.157256031762837,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"417","1M2","Rooibos","Kluane","Kluane Elevation Transect 1","1M",61.00889,-138.42467,794,2.239,8,2016-06-24,2016-08-13,50,"Summer","1.795","Yes",1.878,1.545943356,0.176813974440895,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"418","1M3","Rooibos","Kluane","Kluane Elevation Transect 1","1M",61.00889,-138.42467,794,2.193,8,2016-06-24,2016-08-13,50,"Summer","1.809","Yes",1.835,1.559943356,0.149894628882834,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"419","1M4","Rooibos","Kluane","Kluane Elevation Transect 1","1M",61.00889,-138.42467,794,2.234,8,2016-06-24,2016-08-13,50,"Summer","1.8","Yes",1.874,1.550943356,0.172388817502668,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"420","1T1","Rooibos","Kluane","Kluane Elevation Transect 1","1T",61.00889,-138.42467,794,2.24,8,2016-06-24,2016-08-13,50,"Summer","1.815","Yes",1.879,1.565943356,0.166608112825971,"Warming","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"421","1T2","Rooibos","Kluane","Kluane Elevation Transect 1","1T",61.00889,-138.42467,794,2.174,8,2016-06-24,2016-08-13,50,"Summer","1.8","Yes",1.817,1.550943356,0.146426331315355,"Warming","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"422","1T3","Rooibos","Kluane","Kluane Elevation Transect 1","1T",61.00889,-138.42467,794,2.211,8,2016-06-24,2016-08-13,50,"Summer","1.797","Yes",1.852,1.547943356,0.164177453563715,"Warming","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"423","1T4","Rooibos","Kluane","Kluane Elevation Transect 1","1T",61.00889,-138.42467,794,2.241,8,2016-06-24,2016-08-13,50,"Summer","1.808","Yes",1.88,1.558943356,0.170774810638298,"Warming","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"424","1B1","Rooibos","Kluane","Kluane Elevation Transect 1","1B",61.00889,-138.42467,794,2.233,8,2016-06-24,2016-08-13,50,"Summer","1.781","Yes",1.873,1.531943356,0.182091107314469,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"425","1B2","Rooibos","Kluane","Kluane Elevation Transect 1","1B",61.00889,-138.42467,794,2.195,8,2016-06-24,2016-08-13,50,"Summer","1.772","Yes",1.837,1.522943356,0.170961700598802,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"426","1B4","Rooibos","Kluane","Kluane Elevation Transect 1","1B",61.00889,-138.42467,794,2.22,8,2016-06-24,2016-08-13,50,"Summer","1.806","Yes",1.86,1.556943356,0.162933679569893,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"427","1B3","Rooibos","Kluane","Kluane Elevation Transect 1","1B",61.00889,-138.42467,794,2.252,8,2016-06-24,2016-08-13,50,"Summer","1.863","Yes",1.891,1.613943356,0.146513296668429,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","61.00889_-138.42467"
"428","2A1","Green","Kluane","Kluane Elevation Transect 2","2A",61.00323,-138.41573,922,2.065,8,2016-06-24,2016-08-13,50,"Summer","1.203","Yes",1.747,0.954309356,0.453743929021179,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00323_-138.41573"
"429","2A2","Green","Kluane","Kluane Elevation Transect 2","2A",61.00323,-138.41573,922,1.973,8,2016-06-24,2016-08-13,50,"Summer","1.394","Yes",1.659,1.145309356,0.309638724532851,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00323_-138.41573"
"430","2A3","Green","Kluane","Kluane Elevation Transect 2","2A",61.00323,-138.41573,922,2.106,8,2016-06-24,2016-08-13,50,"Summer","1.339","Yes",1.787,1.090309356,0.389866057078903,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00323_-138.41573"
"431","2A4","Green","Kluane","Kluane Elevation Transect 2","2A",61.00323,-138.41573,922,2.043,8,2016-06-24,2016-08-13,50,"Summer","1.215","Yes",1.726,0.966309356,0.440145216685979,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00323_-138.41573"
"432","2A1","Rooibos","Kluane","Kluane Elevation Transect 2","2A",61.00323,-138.41573,922,2.244,8,2016-06-24,2016-08-13,50,"Summer","1.813","Yes",1.883,1.563943356,0.169440596919809,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00323_-138.41573"
"433","2A2","Rooibos","Kluane","Kluane Elevation Transect 2","2A",61.00323,-138.41573,922,2.155,8,2016-06-24,2016-08-13,50,"Summer","1.811","Yes",1.799,1.561943356,0.131771341856587,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00323_-138.41573"
"434","2A3","Rooibos","Kluane","Kluane Elevation Transect 2","2A",61.00323,-138.41573,922,2.212,8,2016-06-24,2016-08-13,50,"Summer","1.857","Yes",1.853,1.607943356,0.132248593631948,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00323_-138.41573"
"435","2A4","Rooibos","Kluane","Kluane Elevation Transect 2","2A",61.00323,-138.41573,922,2.233,8,2016-06-24,2016-08-13,50,"Summer","1.776","Yes",1.873,1.526943356,0.184760621462894,"None","Eleanor Walker, Haydn Thomas",NA,"","61.00323_-138.41573"
"436","3A1","Green","Kluane","Kluane Elevation Transect 3","3A",60.99925,-138.41131,1049,2.063,8,2016-06-24,2016-08-13,50,"Summer","1.152","Yes",1.745,0.903309356,0.482344208595989,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99925_-138.41131"
"437","3A2","Green","Kluane","Kluane Elevation Transect 3","3A",60.99925,-138.41131,1049,2.058,8,2016-06-24,2016-08-13,50,"Summer","1.241","Yes",1.741,0.992309356,0.430034832854681,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99925_-138.41131"
"438","3A3","Green","Kluane","Kluane Elevation Transect 3","3A",60.99925,-138.41131,1049,2.016,8,2016-06-24,2016-08-13,50,"Summer","1.401","Yes",1.7,1.152309356,0.322170967058824,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99925_-138.41131"
"439","3A4","Green","Kluane","Kluane Elevation Transect 3","3A",60.99925,-138.41131,1049,2.094,8,2016-06-24,2016-08-13,50,"Summer","1.339","Yes",1.775,1.090309356,0.385741207887324,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99925_-138.41131"
"440","3A1","Rooibos","Kluane","Kluane Elevation Transect 3","3A",60.99925,-138.41131,1049,2.228,8,2016-06-24,2016-08-13,50,"Summer","1.775","Yes",1.868,1.525943356,0.183113835117773,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99925_-138.41131"
"441","3A2","Rooibos","Kluane","Kluane Elevation Transect 3","3A",60.99925,-138.41131,1049,2.267,8,2016-06-24,2016-08-13,50,"Summer","1.892","Yes",1.905,1.642943356,0.137562542782152,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99925_-138.41131"
"442","3A3","Rooibos","Kluane","Kluane Elevation Transect 3","3A",60.99925,-138.41131,1049,2.298,8,2016-06-24,2016-08-13,50,"Summer","2.027","Yes",1.934,1.777943356,0.0806911292657704,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99925_-138.41131"
"443","3A4","Rooibos","Kluane","Kluane Elevation Transect 3","3A",60.99925,-138.41131,1049,2.24,8,2016-06-24,2016-08-13,50,"Summer","1.912","Yes",1.879,1.662943356,0.114984908994146,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99925_-138.41131"
"444","4A1","Green","Kluane","Kluane Elevation Transect 4","4A",60.99343,-138.41123,1175,2.103,8,2016-06-24,2016-08-13,50,"Summer","1.363","Yes",1.784,1.114309356,0.375387132286996,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"445","4A2","Green","Kluane","Kluane Elevation Transect 4","4A",60.99343,-138.41123,1175,2.161,8,2016-06-24,2016-08-13,50,"Summer","1.522","Yes",1.84,1.273309356,0.307984045652174,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"446","4A3","Green","Kluane","Kluane Elevation Transect 4","4A",60.99343,-138.41123,1175,2.057,8,2016-06-24,2016-08-13,50,"Summer","1.372","Yes",1.74,1.123309356,0.354419910344828,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"447","4A4","Green","Kluane","Kluane Elevation Transect 4","4A",60.99343,-138.41123,1175,2.129,8,2016-06-24,2016-08-13,50,"Summer","1.31","Yes",1.809,1.061309356,0.413317105583195,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"448","4M1","Green","Kluane","Kluane Elevation Transect 4","4M",60.99343,-138.41123,1175,2.056,8,2016-06-24,2016-08-13,50,"Summer","1.18","Yes",1.739,0.931309356,0.464456954571593,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"449","4M2","Green","Kluane","Kluane Elevation Transect 4","4M",60.99343,-138.41123,1175,2.08,8,2016-06-24,2016-08-13,50,"Summer","1.121","Yes",1.762,0.872309356,0.504932261066969,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"450","4M3","Green","Kluane","Kluane Elevation Transect 4","4M",60.99343,-138.41123,1175,2.085,8,2016-06-24,2016-08-13,50,"Summer","1.228","Yes",1.767,0.979309356,0.445778519524618,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"451","4M4","Green","Kluane","Kluane Elevation Transect 4","4M",60.99343,-138.41123,1175,2.114,8,2016-06-24,2016-08-13,50,"Summer","1.152","Yes",1.794,0.903309356,0.496483079152731,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"452","4T1","Green","Kluane","Kluane Elevation Transect 4","4T",60.99343,-138.41123,1175,2.047,8,2016-06-24,2016-08-13,50,"Summer","1.28","Yes",1.73,1.031309356,0.403867424277457,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"453","4T2","Green","Kluane","Kluane Elevation Transect 4","4T",60.99343,-138.41123,1175,2.104,8,2016-06-24,2016-08-13,50,"Summer","1.286","Yes",1.785,1.037309356,0.418874310364146,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"454","4T3","Green","Kluane","Kluane Elevation Transect 4","4T",60.99343,-138.41123,1175,1.994,8,2016-06-24,2016-08-13,50,"Summer","1.255","Yes",1.679,1.006309356,0.400649579511614,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"455","4T4","Green","Kluane","Kluane Elevation Transect 4","4T",60.99343,-138.41123,1175,2.004,8,2016-06-24,2016-08-13,50,"Summer","1.23","Yes",1.689,0.981309356,0.418999789224393,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"456","4B1","Green","Kluane","Kluane Elevation Transect 4","4B",60.99343,-138.41123,1175,2.031,8,2016-06-24,2016-08-13,50,"Summer","1.568","Yes",1.715,1.319309356,0.230723407580175,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"457","4B2","Green","Kluane","Kluane Elevation Transect 4","4B",60.99343,-138.41123,1175,1.951,8,2016-06-24,2016-08-13,50,"Summer","1.813","Yes",1.638,1.564309356,0.044988183150183,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"458","4B3","Green","Kluane","Kluane Elevation Transect 4","4B",60.99343,-138.41123,1175,2.066,8,2016-06-24,2016-08-13,50,"Summer","1.515","Yes",1.748,1.266309356,0.275566729977117,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"459","4B4","Green","Kluane","Kluane Elevation Transect 4","4B",60.99343,-138.41123,1175,2.085,8,2016-06-24,2016-08-13,50,"Summer","1.783","Yes",1.767,1.534309356,0.131686838709677,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"460","4A1","Rooibos","Kluane","Kluane Elevation Transect 4","4A",60.99343,-138.41123,1175,2.27,8,2016-06-24,2016-08-13,50,"Summer","1.914","Yes",1.908,1.664943356,0.127388178197065,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"461","4A2","Rooibos","Kluane","Kluane Elevation Transect 4","4A",60.99343,-138.41123,1175,2.226,8,2016-06-24,2016-08-13,50,"Summer","1.971","Yes",1.866,1.721943356,0.0772007738478029,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"462","4A3","Rooibos","Kluane","Kluane Elevation Transect 4","4A",60.99343,-138.41123,1175,2.294,8,2016-06-24,2016-08-13,50,"Summer","1.931","Yes",1.93,1.681943356,0.128526758549223,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"463","4A4","Rooibos","Kluane","Kluane Elevation Transect 4","4A",60.99343,-138.41123,1175,2.197,8,2016-06-24,2016-08-13,50,"Summer","1.792","Yes",1.839,1.542943356,0.160987843393148,"None","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"464","4M1","Rooibos","Kluane","Kluane Elevation Transect 4","4M",60.99343,-138.41123,1175,2.251,8,2016-06-24,2016-08-13,50,"Summer","1.838","Yes",1.89,1.588943356,0.15928922962963,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"465","4M2","Rooibos","Kluane","Kluane Elevation Transect 4","4M",60.99343,-138.41123,1175,2.229,8,2016-06-24,2016-08-13,50,"Summer","1.768","Yes",1.869,1.518943356,0.187296224719101,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"466","4M3","Rooibos","Kluane","Kluane Elevation Transect 4","4M",60.99343,-138.41123,1175,2.241,8,2016-06-24,2016-08-13,50,"Summer","1.828","Yes",1.88,1.578943356,0.160136512765957,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"467","4M4","Rooibos","Kluane","Kluane Elevation Transect 4","4M",60.99343,-138.41123,1175,2.278,8,2016-06-24,2016-08-13,50,"Summer","1.833","Yes",1.915,1.583943356,0.172875532114882,"Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"468","4T1","Rooibos","Kluane","Kluane Elevation Transect 4","4T",60.99343,-138.41123,1175,2.237,8,2016-06-24,2016-08-13,50,"Summer","1.936","Yes",1.877,1.686943356,0.101255537559936,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"469","4T2","Rooibos","Kluane","Kluane Elevation Transect 4","4T",60.99343,-138.41123,1175,2.292,8,2016-06-24,2016-08-13,50,"Summer","1.884","Yes",1.928,1.634943356,0.152000334024896,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"470","4T3","Rooibos","Kluane","Kluane Elevation Transect 4","4T",60.99343,-138.41123,1175,2.306,8,2016-06-24,2016-08-13,50,"Summer","1.904","Yes",1.942,1.654943356,0.147814955715757,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"471","4T4","Rooibos","Kluane","Kluane Elevation Transect 4","4T",60.99343,-138.41123,1175,2.268,8,2016-06-24,2016-08-13,50,"Summer","1.849","Yes",1.906,1.599943356,0.160575364113326,"Warming","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"472","4B1","Rooibos","Kluane","Kluane Elevation Transect 4","4B",60.99343,-138.41123,1175,2.22,8,2016-06-24,2016-08-13,50,"Summer","2.088","Yes",1.86,1.838943356,0.0113207763440861,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"473","4B2","Rooibos","Kluane","Kluane Elevation Transect 4","4B",60.99343,-138.41123,1175,2.23,8,2016-06-24,2016-08-13,50,"Summer","2.104","Yes",1.87,1.854943356,0.0080516812834226,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"474","4B3","Rooibos","Kluane","Kluane Elevation Transect 4","4B",60.99343,-138.41123,1175,2.255,8,2016-06-24,2016-08-13,50,"Summer","1.929","Yes",1.893,1.679943356,0.112549732699419,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"475","4B4","Rooibos","Kluane","Kluane Elevation Transect 4","4B",60.99343,-138.41123,1175,2.24,8,2016-06-24,2016-08-13,50,"Summer","1.958","Yes",1.879,1.708943356,0.0905038020223523,"Warming + Moisture","Eleanor Walker, Haydn Thomas",NA,"","60.99343_-138.41123"
"476","5A1","Green","Kluane","Kluane Elevation Transect 5","5A",60.98505,-138.412,1299,2.035,8,2016-06-24,2016-08-13,50,"Summer","1.224","Yes",1.718,0.975309356,0.432299559953434,"None","Eleanor Walker, Haydn Thomas",NA,"","60.98505_-138.412"
